# celery
celery,celery,celeri,

# cereals containing gluten
cereals_contain_gluten,gluten,wheat,rye,barley,barli,oat,

# crustaceans
crustaceans,crab,prawn,lobster,lobstr,scampi,shrimp,shrimp paste,shrimppaste,crayfish,cray fish,crustacean,

# eggs
eggs,egg,

# fish
fish,fish,salmon,tuna,

# lupin
lupin,lupin,

# milk
milk,milk,cream,

# molluscs
molluscs,mollusc,mussel,oyster,clams,scallop,snail,squid,

# mustard
mustard,mustard,

# tree nuts
tree_nuts,almond,hazelnut,walnut,brazil nut,brazilnut,cashew,pecan,pistachio,macadamia nut,macadamianut,queensland nut,queenslandnut,tree nut,treenut,

# peanuts
peanuts,peanut,

# nuts
nuts,nut,

# sesame seeds
sesame_seeds,sesame,sesame seed,sesameseed,

# soy beans
soybeans,soya,soybean,soy bean,soy,

# sulphur dioxide and sulphites
sulphur_dioxide_and_sulphites,sulphur dioxide,sulphurdioxide,sulphit,sulphite,
